
T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
dgtr7kw9pfzle	,03	,00010002	,706639551726	,0000	,0	,01	,1	,777766	,1005113230	,0	,01290667	,00010002	,4	,030000000	,0	,438.00	,01	,113230	,00010002	,0	,000100027777661005113230000010002	,20221005	,00010002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,022	,7252	,01	,01	,9f876xmzdi5u0	,1	,1	
ced01k7uagwf4	,03	,00010001	,591917144715	,0000	,0	,01	,1	,978294	,1005113356	,0	,94839336	,00010001	,4	,030000000	,0	,1965.00	,01	,113356	,00010001	,0	,000100019782941005113356000010001	,20221005	,00010001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,070	,0929	,01	,06	,8m7tvefs6dcop	,1	,1	
3mezcwo196nib	,01	,00030001	,682242050029	,0000	,0	,01	,1	,021350	,1005113439	,0	,45293819	,00030001	,4	,010000000	,0	,3.36	,01	,113439	,00030001	,0	,000300010213501005113439000030001	,20221005	,00030001	,166512749679739	,02	,00	,01	,00000000	,5814	,07713955	,"quySnack_bars,Vendors(Low)	",001	,8461	,01	,01	,ced01k7uagwf4	,1	,1	
42cp6o05fwhuq	,03	,00010000	,291181279150	,0000	,0	,01	,1	,464900	,1005113456	,0	,99936027	,00010000	,4	,030000000	,0	,15.00	,01	,113456	,00010000	,0	,000100004649001005113456000010000	,20221005	,00010000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,012	,1257	,01	,06	,zdh1tcf2wx5gb	,1	,1	
m8rzv2dg0epyo	,01	,00010002	,181542207260	,0000	,0	,01	,1	,362590	,1005114038	,0	,35003874	,00010002	,4	,010000000	,0	,2.31	,01	,114038	,00010002	,0	,000100023625901005114038000010002	,20221005	,00010002	,199250172505534	,01	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,000	,0912	,01	,01	,c0kdo5xre6vw4	,1	,1	
2rl6cdh85enqv	,03	,00010000	,840103281458	,0000	,0	,01	,1	,425920	,1005114424	,0	,91821583	,00010000	,4	,030000000	,0	,127.00	,01	,114424	,00010000	,0	,000100004259201005114424000010000	,20221005	,00010000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,100	,7407	,01	,01	,ij3zpfa7nrv9c	,1	,1	
3mezcwo196nib	,01	,00030001	,606749051407	,0000	,0	,01	,1	,971359	,1005114631	,0	,03858834	,00030001	,4	,010000000	,0	,1600.00	,01	,114631	,00030001	,0	,000300019713591005114631000030001	,20221005	,00030001	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",132	,4365	,01	,01	,5nl2g673wdipu	,1	,1	
3ni9mdkbrt6wy	,03	,00010002	,654198849817	,0000	,0	,01	,1	,995324	,1005114747	,0	,70794235	,00010002	,4	,030000000	,0	,228.00	,01	,114747	,00010002	,0	,000100029953241005114747000010002	,20221005	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,052	,2851	,01	,01	,37oxaizp6ew5y	,1	,1	
jdi21unelyqs3	,03	,00010003	,097364183412	,0000	,0	,01	,1	,598173	,1005114851	,0	,72153919	,00010003	,4	,030000000	,0	,358.00	,01	,114851	,00010003	,0	,000100035981731005114851000010003	,20221005	,00010003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,022	,6772	,01	,01	,g9fai3q06jmzl	,1	,1	
6fmkdywl9zaso	,01	,00010002	,241235129094	,0000	,0	,01	,1	,864270	,1005115105	,0	,17430846	,00010002	,4	,010000000	,0	,107.21	,01	,115105	,00010002	,0	,000100028642701005115105000010002	,20221005	,00010002	,605329632615020	,01	,00	,01	,00000000	,5651	,62772683	,hjnBulk_goods	,060	,8269	,01	,01	,xskq23nibtmja	,1	,1	
lui6w1xnomre2	,01	,00020001	,558650105508	,0000	,0	,01	,1	,607171	,1005115223	,0	,86002301	,00020001	,4	,010000000	,0	,13.62	,01	,115223	,00020001	,0	,000200016071711005115223000020001	,20221005	,00020001	,716539165168778	,01	,00	,01	,00000000	,7829	,84715794	,"qtyMovies,TV_shows,Music(Low)	",132	,6233	,01	,01	,6yo2tnfi7vsu9	,1	,1	
zademc4t7531w	,03	,00030000	,423880957598	,0000	,0	,01	,1	,004769	,1005115853	,0	,33704541	,00030000	,4	,030000000	,0	,132.00	,01	,115853	,00030000	,0	,000300000047691005115853000030000	,20221005	,00030000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,051	,2707	,01	,01	,3ni9mdkbrt6wy	,1	,1	
tb0x9hejco4l1	,01	,00030003	,361381763716	,0000	,0	,01	,1	,755387	,1005115916	,0	,60417999	,00030003	,4	,010000000	,0	,808.28	,01	,115916	,00030003	,0	,000300037553871005115916000030003	,20221005	,00030003	,181372990306867	,01	,00	,01	,00000000	,7011	,57248455	,zusFour_star(Low)	,072	,9128	,01	,01	,ztyvkqjleus89	,1	,1	
yqlg8ewudhijf	,01	,00030000	,721369081644	,0000	,0	,01	,1	,021096	,1005120005	,0	,24933442	,00030000	,4	,010000000	,0	,81.17	,01	,120005	,00030000	,0	,000300000210961005120005000030000	,20221005	,00030000	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,070	,0866	,01	,01	,kcuf4pvn2x981	,1	,1	
af3c6ohtsu2p9	,03	,00010001	,853535657042	,0000	,0	,01	,1	,250821	,1005121036	,0	,48169178	,00010001	,4	,030000000	,0	,341.00	,01	,121036	,00010001	,0	,000100012508211005121036000010001	,20221005	,00010001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,020	,5298	,01	,01	,bel1vycirowpn	,1	,1	
9f876xmzdi5u0	,03	,00020002	,629224158458	,0000	,0	,01	,1	,861036	,1005122451	,0	,62592240	,00020002	,4	,030000000	,0	,569.00	,01	,122451	,00020002	,0	,000200028610361005122451000020002	,20221005	,00020002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,051	,0122	,01	,01	,pw5s68hoxmukq	,1	,1	
3mezcwo196nib	,01	,00030001	,609808136421	,0000	,0	,01	,1	,279662	,1005123439	,0	,86414066	,00030001	,4	,010000000	,0	,1788.00	,01	,123439	,00030001	,0	,000300012796621005123439000030001	,20221005	,00030001	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",061	,4989	,01	,01	,5nl2g673wdipu	,1	,1	
067dqk9aromji	,03	,00030003	,690684793158	,0000	,0	,01	,1	,772725	,1005123925	,0	,25287482	,00030003	,4	,030000000	,0	,60.00	,01	,123925	,00030003	,0	,000300037727251005123925000030003	,20221005	,00030003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,042	,0077	,01	,01	,xcanuib5g8jlv	,1	,1	
lc489mxzpwuiv	,01	,00010003	,141331318884	,0000	,0	,01	,1	,679485	,1005124202	,0	,65224532	,00010003	,4	,010000000	,0	,33.28	,01	,124202	,00010003	,0	,000100036794851005124202000010003	,20221005	,00010003	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,051	,0429	,01	,01	,jfpxelk10s5m2	,1	,1	
ctlxv92fkbeua	,03	,00030002	,338217230236	,0000	,0	,01	,1	,999926	,1005124224	,0	,10323801	,00030002	,4	,030000000	,0	,548.00	,01	,124224	,00030002	,0	,000300029999261005124224000030002	,20221005	,00030002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,151	,1829	,01	,01	,pbdtcq5gf0arw	,1	,1	
5edv0u7hr8fzj	,03	,00020000	,893300871845	,0000	,0	,01	,1	,559827	,1005124627	,0	,50457449	,00020000	,4	,030000000	,0	,204.00	,01	,124627	,00020000	,0	,000200005598271005124627000020000	,20221005	,00020000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,031	,3740	,01	,01	,gilnjcdqmkupe	,1	,1	
fo4gb3xsl1dc2	,03	,00020001	,827389785191	,0000	,0	,01	,1	,338657	,1005125545	,0	,94639668	,00020001	,4	,030000000	,0	,96.00	,01	,125545	,00020001	,0	,000200013386571005125545000020001	,20221005	,00020001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,041	,5054	,01	,05	,bcwxqja51f0vs	,1	,1	
42cp6o05fwhuq	,03	,00010000	,558629755319	,0000	,0	,01	,1	,942257	,1005125717	,0	,74545568	,00010000	,4	,030000000	,0	,131.00	,01	,125717	,00010000	,0	,000100009422571005125717000010000	,20221005	,00010000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,102	,6754	,01	,06	,pbdtcq5gf0arw	,1	,1	
kisbg2modutcz	,01	,00030002	,563558746281	,0000	,0	,01	,1	,131577	,1005125717	,0	,42971778	,00030002	,4	,010000000	,0	,6767.00	,01	,125717	,00030002	,0	,000300021315771005125717000030002	,20221005	,00030002	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",062	,8381	,01	,01	,87q3y0vp2fobr	,1	,1	
067dqk9aromji	,01	,00030003	,563336295129	,0000	,0	,01	,1	,194425	,1005125854	,0	,93769958	,00030003	,4	,010000000	,0	,32.86	,01	,125854	,00030003	,0	,000300031944251005125854000030003	,20221005	,00030003	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,020	,9821	,01	,01	,jfpxelk10s5m2	,1	,1	
ij3zpfa7nrv9c	,03	,00030001	,951917946016	,0000	,0	,01	,1	,954549	,1005125930	,0	,35930144	,00030001	,4	,030000000	,0	,524.00	,01	,125930	,00030001	,0	,000300019545491005125930000030001	,20221005	,00030001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,051	,5954	,01	,01	,rhk38etajnf2x	,1	,1	
ced01k7uagwf4	,03	,00010001	,146584688633	,0000	,0	,01	,1	,292572	,1005130232	,0	,70970356	,00010001	,4	,030000000	,0	,1900.00	,01	,130232	,00010001	,0	,000100012925721005130232000010001	,20221005	,00010001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,101	,0363	,01	,06	,8m7tvefs6dcop	,1	,1	
37oxaizp6ew5y	,01	,00030000	,029829575567	,0000	,0	,01	,1	,549298	,1005130421	,0	,07762727	,00030000	,4	,010000000	,0	,48.28	,01	,130421	,00030000	,0	,000300005492981005130421000030000	,20221005	,00030000	,199250172505534	,01	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,042	,8550	,01	,01	,c0kdo5xre6vw4	,1	,1	
8clnvgdajbws1	,01	,00010003	,018850031894	,0000	,0	,01	,1	,231580	,1005130809	,0	,21467428	,00010003	,4	,010000000	,0	,33.72	,01	,130809	,00010003	,0	,000100032315801005130809000010003	,20221005	,00010003	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,122	,0367	,01	,00	,jfpxelk10s5m2	,1	,1	
3s07tayiudrov	,01	,00010000	,619172822227	,0000	,0	,01	,1	,474798	,1005131553	,0	,23420517	,00010000	,4	,010000000	,0	,86.57	,01	,131553	,00010000	,0	,000100004747981005131553000010000	,20221005	,00010000	,732988587108469	,02	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,031	,6177	,01	,01	,kcuf4pvn2x981	,1	,1	
kisbg2modutcz	,01	,00030002	,465406787030	,0000	,0	,01	,1	,424690	,1005131934	,0	,47404102	,00030002	,4	,010000000	,0	,4359.00	,01	,131934	,00030002	,0	,000300024246901005131934000030002	,20221005	,00030002	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",132	,0717	,01	,01	,87q3y0vp2fobr	,1	,1	
ckfoiqg9n1j5a	,01	,00010000	,798935644455	,0000	,0	,01	,1	,526547	,1005131945	,0	,00232578	,00010000	,4	,010000000	,0	,66.28	,01	,131945	,00010000	,0	,000100005265471005131945000010000	,20221005	,00010000	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,010	,2257	,01	,01	,kcuf4pvn2x981	,1	,1	
nmcs4xrdiwt1j	,01	,00010003	,296879016108	,0000	,0	,01	,1	,752864	,1005132227	,0	,11164419	,00010003	,4	,010000000	,0	,94.70	,01	,132227	,00010003	,0	,000100037528641005132227000010003	,20221005	,00010003	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,032	,7517	,01	,01	,spa8mnj4k1tyz	,1	,1	
3ni9mdkbrt6wy	,03	,00010002	,294277914861	,0000	,0	,01	,1	,524308	,1005132547	,0	,75772170	,00010002	,4	,030000000	,0	,3.00	,01	,132547	,00010002	,0	,000100025243081005132547000010002	,20221005	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,111	,1237	,01	,01	,zademc4t7531w	,1	,1	
e25xqwjm3u1zn	,01	,00010000	,685459091838	,0000	,0	,01	,1	,927870	,1005132700	,0	,66088151	,00010000	,4	,010000000	,0	,3711.27	,01	,132700	,00010000	,0	,000100009278701005132700000010000	,20221005	,00010000	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,130	,8668	,01	,01	,spa8mnj4k1tyz	,1	,1	
3mezcwo196nib	,01	,00030001	,145108007979	,0000	,0	,01	,1	,710172	,1005132840	,0	,46626135	,00030001	,4	,010000000	,0	,4500.00	,01	,132840	,00030001	,0	,000300017101721005132840000030001	,20221005	,00030001	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",050	,8675	,01	,01	,5nl2g673wdipu	,1	,1	
5edv0u7hr8fzj	,01	,00020000	,826575166317	,0000	,0	,01	,1	,512206	,1005133224	,0	,98189379	,00020000	,4	,010000000	,0	,134.04	,01	,133224	,00020000	,0	,000200005122061005133224000020000	,20221005	,00020000	,605329632615020	,01	,00	,01	,00000000	,5651	,62772683	,hjnBulk_goods	,130	,7475	,01	,01	,xskq23nibtmja	,1	,1	
kt5ye2zr0w6ic	,03	,00030000	,088998422335	,0000	,0	,01	,1	,393093	,1005133547	,0	,57177125	,00030000	,4	,030000000	,0	,381.00	,01	,133547	,00030000	,0	,000300003930931005133547000030000	,20221005	,00030000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,030	,6444	,01	,01	,3ni9mdkbrt6wy	,1	,1	
kisbg2modutcz	,01	,00030002	,686800370683	,0000	,0	,01	,1	,717915	,1005134048	,0	,46304985	,00030002	,4	,010000000	,0	,5100.00	,01	,134048	,00030002	,0	,000300027179151005134048000030002	,20221005	,00030002	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",012	,3253	,01	,01	,87q3y0vp2fobr	,1	,1	
3mezcwo196nib	,01	,00030001	,074443355385	,0000	,0	,01	,1	,190610	,1005134349	,0	,28499601	,00030001	,4	,010000000	,0	,2500.00	,01	,134349	,00030001	,0	,000300011906101005134349000030001	,20221005	,00030001	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",061	,1662	,01	,01	,5nl2g673wdipu	,1	,1	
qh2omfugl9niz	,03	,00020002	,024074519922	,0000	,0	,01	,1	,774610	,1005135625	,0	,00052358	,00020002	,4	,030000000	,0	,199.00	,01	,135625	,00020002	,0	,000200027746101005135625000020002	,20221005	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,120	,6811	,01	,01	,0tbsklj7pweqm	,1	,1	
y9hd4ue5qbzk8	,03	,00030001	,533731147262	,0000	,0	,01	,1	,986689	,1005135833	,0	,78548092	,00030001	,4	,030000000	,0	,3350.00	,01	,135833	,00030001	,0	,000300019866891005135833000030001	,20221005	,00030001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,150	,2207	,01	,00	,6fmkdywl9zaso	,1	,1	
97cs5xutvr2pg	,03	,00010002	,116561362838	,0000	,0	,01	,1	,907722	,1005135931	,0	,12702977	,00010002	,4	,030000000	,0	,335.00	,01	,135931	,00010002	,0	,000100029077221005135931000010002	,20221005	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,020	,1333	,01	,01	,jaulyrf21denw	,1	,1	
kisbg2modutcz	,01	,00030002	,460005675296	,0000	,0	,01	,1	,870464	,1005140132	,0	,02141464	,00030002	,4	,010000000	,0	,1800.00	,01	,140132	,00030002	,0	,000300028704641005140132000030002	,20221005	,00030002	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",061	,9124	,01	,01	,87q3y0vp2fobr	,1	,1	
4u9yqmpaci0t6	,01	,00030001	,333273839838	,0000	,0	,01	,1	,267552	,1005140254	,0	,28852044	,00030001	,4	,010000000	,0	,130.79	,01	,140254	,00030001	,0	,000300012675521005140254000030001	,20221005	,00030001	,605329632615020	,02	,00	,01	,00000000	,5651	,62772683	,hjnBulk_goods	,140	,4423	,01	,01	,xskq23nibtmja	,1	,1	
pchxgdz632nw4	,01	,00020002	,374779851258	,0000	,0	,01	,1	,921688	,1005140543	,0	,05283839	,00020002	,4	,010000000	,0	,17.46	,01	,140543	,00020002	,0	,000200029216881005140543000020002	,20221005	,00020002	,716539165168778	,01	,00	,01	,00000000	,7829	,84715794	,"qtyMovies,TV_shows,Music(Low)	",052	,9096	,01	,04	,6yo2tnfi7vsu9	,1	,1	
42cp6o05fwhuq	,03	,00010000	,290963311075	,0000	,0	,01	,1	,459422	,1005140553	,0	,07097058	,00010000	,4	,030000000	,0	,472.00	,01	,140553	,00010000	,0	,000100004594221005140553000010000	,20221005	,00010000	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,000	,8481	,01	,06	,kisbg2modutcz	,1	,1	
p53odwqt68vey	,01	,00030000	,818908913507	,0000	,0	,01	,1	,721691	,1005141217	,0	,04920252	,00030000	,4	,010000000	,0	,198.08	,01	,141217	,00030000	,0	,000300007216911005141217000030000	,20221005	,00030000	,605329632615020	,01	,00	,01	,00000000	,5651	,62772683	,hjnBulk_goods	,051	,0815	,01	,01	,xskq23nibtmja	,1	,1	
u3etkgyps91a2	,03	,00030000	,201255270791	,0000	,0	,01	,1	,559655	,1005141235	,0	,56318061	,00030000	,4	,030000000	,0	,56.00	,01	,141235	,00030000	,0	,000300005596551005141235000030000	,20221005	,00030000	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,130	,4944	,01	,01	,2rl6cdh85enqv	,1	,1	
3g1f9nqrp5uts	,01	,00010002	,253172769777	,0000	,0	,01	,1	,361362	,1005141342	,0	,87944911	,00010002	,4	,010000000	,0	,196.55	,01	,141342	,00010002	,0	,000100023613621005141342000010002	,20221005	,00010002	,965819387286951	,01	,00	,01	,00000000	,7996	,78679991	,"oxnArcades,Amusement_parks(Low)	",022	,0124	,01	,04	,y9hd4ue5qbzk8	,1	,1	
3ni9mdkbrt6wy	,03	,00010002	,122289800180	,0000	,0	,01	,1	,210954	,1005141819	,0	,02303481	,00010002	,4	,030000000	,0	,450.00	,01	,141819	,00010002	,0	,000100022109541005141819000010002	,20221005	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,021	,0039	,01	,01	,pbdtcq5gf0arw	,1	,1	
ftwxe6o13zisp	,01	,00010000	,988645922334	,0000	,0	,01	,1	,216001	,1005142725	,0	,86996146	,00010000	,4	,010000000	,0	,31.76	,01	,142725	,00010000	,0	,000100002160011005142725000010000	,20221005	,00010000	,073046436190733	,02	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,101	,0987	,01	,06	,jfpxelk10s5m2	,1	,1	
ihk0nce2qabpy	,03	,00030001	,879145300851	,0000	,0	,01	,1	,312538	,1005143003	,0	,14834436	,00030001	,4	,030000000	,0	,46.00	,01	,143003	,00030001	,0	,000300013125381005143003000030001	,20221005	,00030001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,130	,2894	,01	,01	,3l2ohdmxw7u4z	,1	,1	
ceb62zqjix1gy	,03	,00030003	,163003386015	,0000	,0	,01	,1	,302007	,1005143816	,0	,55606045	,00030003	,4	,030000000	,0	,559.00	,01	,143816	,00030003	,0	,000300033020071005143816000030003	,20221005	,00030003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,112	,4149	,01	,00	,midk59trs0n7w	,1	,1	
u4lfsdwqp610j	,03	,00020001	,212825382018	,0000	,0	,01	,1	,578520	,1005144004	,0	,96543269	,00020001	,4	,030000000	,0	,510.00	,01	,144004	,00020001	,0	,000200015785201005144004000020001	,20221005	,00020001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,120	,2005	,01	,01	,s7mv1804hkf3a	,1	,1	
5nl2g673wdipu	,03	,00020003	,853278395992	,0000	,0	,01	,1	,581354	,1005144839	,0	,64880754	,00020003	,4	,030000000	,0	,3342.00	,01	,144839	,00020003	,0	,000200035813541005144839000020003	,20221005	,00020003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,112	,1954	,01	,01	,3l2ohdmxw7u4z	,1	,1	
3mezcwo196nib	,01	,00030001	,905199094620	,0000	,0	,01	,1	,724330	,1005145159	,0	,93196693	,00030001	,4	,010000000	,0	,3518.00	,01	,145159	,00030001	,0	,000300017243301005145159000030001	,20221005	,00030001	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",060	,1636	,01	,01	,5nl2g673wdipu	,1	,1	
97cs5xutvr2pg	,03	,00010002	,414081445704	,0000	,0	,01	,1	,793923	,1005145250	,0	,64841380	,00010002	,4	,030000000	,0	,503.00	,01	,145250	,00010002	,0	,000100027939231005145250000010002	,20221005	,00010002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,101	,1774	,01	,01	,z0h628fspyik5	,1	,1	
br21qplho7mfi	,01	,00010001	,913200778713	,0000	,0	,01	,1	,269547	,1005145901	,0	,57867922	,00010001	,4	,010000000	,0	,1400.00	,01	,145901	,00010001	,0	,000100012695471005145901000010001	,20221005	,00010001	,274168204821693	,02	,00	,01	,00000000	,7011	,80872495	,ntbYouth_hostel	,151	,3292	,01	,01	,cuie7y68lph5x	,1	,1	
c0kdo5xre6vw4	,03	,00010000	,380741480919	,0000	,0	,01	,1	,147564	,1005150035	,0	,97354645	,00010000	,4	,030000000	,0	,3230.00	,01	,150035	,00010000	,0	,000100001475641005150035000010000	,20221005	,00010000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,120	,7920	,01	,01	,60q37jer4tcdw	,1	,1	
5nl2g673wdipu	,03	,00020003	,711936913051	,0000	,0	,01	,1	,398896	,1005150448	,0	,13068726	,00020003	,4	,030000000	,0	,2375.00	,01	,150448	,00020003	,0	,000200033988961005150448000020003	,20221005	,00020003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,120	,1959	,01	,01	,3l2ohdmxw7u4z	,1	,1	
br21qplho7mfi	,01	,00010001	,148449085655	,0000	,0	,01	,1	,802299	,1005150611	,0	,12302916	,00010001	,4	,010000000	,0	,4500.00	,01	,150611	,00010001	,0	,000100018022991005150611000010001	,20221005	,00010001	,274168204821693	,02	,00	,01	,00000000	,7011	,80872495	,ntbYouth_hostel	,032	,9271	,01	,01	,cuie7y68lph5x	,1	,1	
3yfebtuh78kc9	,01	,00030000	,775119048912	,0000	,0	,01	,1	,209095	,1005151003	,0	,22656858	,00030000	,4	,010000000	,0	,191.94	,01	,151003	,00030000	,0	,000300002090951005151003000030000	,20221005	,00030000	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,030	,8409	,01	,01	,spa8mnj4k1tyz	,1	,1	
s7mv1804hkf3a	,03	,00030001	,029173194276	,0000	,0	,01	,1	,510829	,1005151036	,0	,39303117	,00030001	,4	,030000000	,0	,599.00	,01	,151036	,00030001	,0	,000300015108291005151036000030001	,20221005	,00030001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,151	,0096	,01	,05	,u4lfsdwqp610j	,1	,1	
3mezcwo196nib	,01	,00030001	,144549045564	,0000	,0	,01	,1	,664535	,1005151709	,0	,82343106	,00030001	,4	,010000000	,0	,6800.00	,01	,151709	,00030001	,0	,000300016645351005151709000030001	,20221005	,00030001	,154398868243162	,02	,00	,01	,00000000	,7911	,46235706	,"evnKTV,Cinema,Chess,Board_games(Low)	",000	,6930	,01	,01	,5nl2g673wdipu	,1	,1	
jhp5y1fv0a2xg	,01	,00010000	,170088789836	,0000	,0	,01	,1	,167083	,1005152015	,0	,82027079	,00010000	,4	,010000000	,0	,104.06	,01	,152015	,00010000	,0	,000100001670831005152015000010000	,20221005	,00010000	,195970762474688	,02	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,061	,0732	,01	,01	,spa8mnj4k1tyz	,1	,1	
2i1qp4y59joa6	,03	,00030003	,124940403280	,0000	,0	,01	,1	,111379	,1005152708	,0	,09792457	,00030003	,4	,030000000	,0	,52.00	,01	,152708	,00030003	,0	,000300031113791005152708000030003	,20221005	,00030003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,000	,9124	,01	,01	,iqwska269n0h4	,1	,1	
97cs5xutvr2pg	,03	,00010002	,699313490187	,0000	,0	,01	,1	,675508	,1005152918	,0	,74160317	,00010002	,4	,030000000	,0	,417.00	,01	,152918	,00010002	,0	,000100026755081005152918000010002	,20221005	,00010002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,151	,3612	,01	,01	,oca0s3zukl4pg	,1	,1	
y9hd4ue5qbzk8	,03	,00030001	,681456749276	,0000	,0	,01	,1	,603554	,1005153109	,0	,44902142	,00030001	,4	,030000000	,0	,2850.00	,01	,153109	,00030001	,0	,000300016035541005153109000030001	,20221005	,00030001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,100	,8652	,01	,00	,kr719xesqp6cg	,1	,1	
xlv5t4a61sfzm	,01	,00010001	,864670531559	,0000	,0	,01	,1	,000589	,1005153408	,0	,31745983	,00010001	,4	,010000000	,0	,110.36	,01	,153408	,00010001	,0	,000100010005891005153408000010001	,20221005	,00010001	,846402661928120	,01	,00	,01	,00000000	,8099	,31360497	,eliCommunity_health_service_center(Low)	,120	,1828	,01	,01	,wr84mkincvlg1	,1	,1	
ihk0nce2qabpy	,03	,00030001	,626619474712	,0000	,0	,01	,1	,500400	,1005153552	,0	,90478476	,00030001	,4	,030000000	,0	,413.00	,01	,153552	,00030001	,0	,000300015004001005153552000030001	,20221005	,00030001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,110	,1742	,01	,01	,3mezcwo196nib	,1	,1	
br21qplho7mfi	,01	,00010001	,638106501937	,0000	,0	,01	,1	,752850	,1005153826	,0	,68542756	,00010001	,4	,010000000	,0	,110.41	,01	,153826	,00010001	,0	,000100017528501005153826000010001	,20221005	,00010001	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,140	,9397	,01	,01	,c0kdo5xre6vw4	,1	,1	
