
F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45
00006579749344046854111	,82ps45c71w3ln	,00010003	,00010003	,833585144934	,513663	,00	,01	,01	,889.00	,889.00	,20221002	,212547	,20221002	,112	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221002	,1002212547	,02	,0	,00000000	,69536852	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,889.00	,001	,889.00	,132.77	,92085568	,706936077432	,9676052195	,4453186971452421	,0	,889.00	,001	
00050041286624324391429	,82ps45c71w3ln	,00010003	,00010003	,159216194074	,650626	,00	,01	,01	,5100.00	,5100.00	,20221002	,221600	,20221002	,012	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221002	,1002221600	,02	,0	,00000000	,44657507	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,5100.00	,001	,5100.00	,761.67	,09410561	,794680462807	,3606952819	,0682539002663366	,0	,5100.00	,001	
00089189516569711846314	,82ps45c71w3ln	,00010003	,00010003	,194302393381	,988392	,00	,01	,01	,678.00	,678.00	,20221002	,230206	,20221002	,001	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221002	,1002230206	,02	,0	,00000000	,76156727	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,678.00	,001	,678.00	,101.26	,54682701	,499575968759	,6093801003	,2494296472656797	,0	,678.00	,001	
00032510340406258692747	,82ps45c71w3ln	,00010003	,00010003	,368017306188	,500781	,00	,01	,01	,3347.00	,3347.00	,20221003	,000218	,20221003	,150	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221003	,1003000218	,02	,0	,00000000	,48600729	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3347.00	,001	,3347.00	,499.87	,76460747	,511577544367	,4244757130	,5282254158741279	,0	,3347.00	,001	
00063782346982328373822	,82ps45c71w3ln	,00010003	,00010003	,346539791053	,521895	,00	,01	,01	,4000.00	,4000.00	,20221003	,012909	,20221003	,031	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221003	,1003012909	,02	,0	,00000000	,20050885	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,4000.00	,001	,4000.00	,597.39	,51405035	,253337646416	,4286349100	,7699625485483705	,0	,4000.00	,001	
00052673828269815973343	,82ps45c71w3ln	,00010003	,00010003	,528075933065	,971959	,00	,01	,01	,6039.00	,6039.00	,20221003	,020303	,20221003	,022	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221003	,1003020303	,02	,0	,00000000	,50584545	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,6039.00	,001	,6039.00	,901.91	,85794509	,735619927106	,5410610600	,8226399575490384	,0	,6039.00	,001	
00009491151488643731645	,82ps45c71w3ln	,00010003	,00010003	,144873027954	,000102	,00	,01	,01	,400.00	,400.00	,20221022	,144829	,20221022	,020	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221022	,1022144829	,02	,0	,00000000	,30925289	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,400.00	,001	,400.00	,59.74	,50683419	,548920419820	,5071899171	,2117334380794567	,0	,400.00	,001	
00069340392298269973240	,82ps45c71w3ln	,00010003	,00010003	,943232426513	,346085	,00	,01	,01	,345.00	,345.00	,20221111	,125525	,20221111	,070	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221111	,1111125525	,02	,0	,00000000	,40187028	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,345.00	,001	,345.00	,51.52	,78235568	,341501477153	,9898679786	,4627237636316246	,0	,345.00	,001	
00081867858129470494691	,82ps45c71w3ln	,00010003	,00010003	,868268746821	,442529	,00	,01	,01	,7869.00	,7869.00	,20221201	,130222	,20221201	,050	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221201	,1201130222	,02	,0	,00000000	,13427139	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,7869.00	,001	,7869.00	,1175.21	,36373620	,416305891883	,2624137627	,8400385997431587	,0	,7869.00	,001	
00076362337331543639916	,82ps45c71w3ln	,00010003	,00010003	,298856009442	,595382	,00	,01	,01	,3900.00	,3900.00	,20221221	,133505	,20221221	,061	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20221221	,1221133505	,02	,0	,00000000	,36633175	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3900.00	,001	,3900.00	,582.45	,48935903	,035765511779	,3969270389	,0340406317667970	,0	,3900.00	,001	
00068967928846179875379	,82ps45c71w3ln	,00010003	,00010003	,604431406799	,172713	,00	,01	,01	,2500.00	,2500.00	,20230110	,124912	,20230110	,071	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20230110	,0110124912	,02	,0	,00000000	,06287595	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2500.00	,001	,2500.00	,373.37	,80910190	,093803335667	,7766549761	,8402179502388810	,0	,2500.00	,001	
00051406032485377634121	,82ps45c71w3ln	,00010003	,00010003	,850126511762	,499623	,00	,01	,01	,1600.00	,1600.00	,20230130	,175624	,20230130	,030	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20230130	,0130175624	,02	,0	,00000000	,09816449	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1600.00	,001	,1600.00	,238.96	,05131788	,917157829930	,7552295640	,0488864784980058	,0	,1600.00	,001	
00098132179533241433099	,82ps45c71w3ln	,00010003	,00010003	,023590825161	,810355	,00	,01	,01	,2846.00	,2846.00	,20230219	,035138	,20230219	,020	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0003	,000	,82	,06	,20230219	,0219035138	,02	,0	,00000000	,72729638	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2846.00	,001	,2846.00	,425.04	,80374210	,408434497816	,1389656602	,2482881235552398	,0	,2846.00	,001	
00082063084125702276109	,z2rqe6yfabn3k	,00020000	,00020000	,598797263239	,928726	,00	,01	,01	,2200.00	,2200.00	,20221002	,145859	,20221002	,112	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002145859	,02	,0	,00000000	,70722866	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2200.00	,001	,2200.00	,328.56	,40930254	,888636159943	,8572445845	,0926647638279808	,0	,2200.00	,001	
00064310712592787565877	,z2rqe6yfabn3k	,00020000	,00020000	,502062699715	,606823	,00	,01	,01	,1500.00	,1500.00	,20221002	,155252	,20221002	,052	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002155252	,02	,0	,00000000	,57828910	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1500.00	,001	,1500.00	,224.02	,04123759	,311273114390	,0916961392	,8034748235554307	,0	,1500.00	,001	
00060285613772967231485	,z2rqe6yfabn3k	,00020000	,00020000	,114959497879	,217844	,00	,01	,01	,2600.00	,2600.00	,20221002	,162635	,20221002	,100	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002162635	,02	,0	,00000000	,26820800	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2600.00	,001	,2600.00	,388.30	,88568983	,518565170313	,7559411429	,0388035861831566	,0	,2600.00	,001	
00063727531235219330407	,z2rqe6yfabn3k	,00020000	,00020000	,834709148242	,579834	,00	,01	,01	,4900.00	,4900.00	,20221002	,160230	,20221002	,150	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002160230	,02	,0	,00000000	,39747296	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,4900.00	,001	,4900.00	,731.80	,34494391	,143988721533	,7134454404	,2586447911745296	,0	,4900.00	,001	
00001279587560259178665	,z2rqe6yfabn3k	,00020000	,00020000	,779275890618	,418486	,00	,01	,01	,1500.00	,1500.00	,20221002	,172241	,20221002	,040	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002172241	,02	,0	,00000000	,36980876	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1500.00	,001	,1500.00	,224.02	,59631782	,268546117371	,0448910614	,2549356878733107	,0	,1500.00	,001	
00038540816742959523521	,z2rqe6yfabn3k	,00020000	,00020000	,814427267440	,808590	,00	,01	,01	,3666.00	,3666.00	,20221002	,180636	,20221002	,020	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002180636	,02	,0	,00000000	,18695804	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3666.00	,001	,3666.00	,547.51	,77105809	,073561160722	,4281110300	,0946052420757851	,0	,3666.00	,001	
00084559378301403924388	,z2rqe6yfabn3k	,00020000	,00020000	,577374178627	,773689	,00	,01	,01	,7300.00	,7300.00	,20221002	,182216	,20221002	,051	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002182216	,02	,0	,00000000	,27631966	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,7300.00	,001	,7300.00	,1090.24	,56759745	,870556911838	,8881965691	,5072966763346311	,0	,7300.00	,001	
00085195191437723394803	,z2rqe6yfabn3k	,00020000	,00020000	,368987314139	,975259	,00	,01	,01	,2176.00	,2176.00	,20221002	,182632	,20221002	,120	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002182632	,02	,0	,00000000	,87376205	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2176.00	,001	,2176.00	,324.98	,34878197	,668774140252	,7339248561	,3387480255304177	,0	,2176.00	,001	
00004766256394207385196	,z2rqe6yfabn3k	,00020000	,00020000	,655144626284	,289011	,00	,01	,01	,4709.00	,4709.00	,20221002	,180432	,20221002	,140	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221002	,1002180432	,02	,0	,00000000	,58852160	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,4709.00	,001	,4709.00	,703.28	,63499420	,812110644425	,1282954830	,2647076962136257	,0	,4709.00	,001	
00042769436309542483747	,z2rqe6yfabn3k	,00020000	,00020000	,998752757270	,511583	,00	,01	,01	,1900.00	,1900.00	,20221022	,182808	,20221022	,112	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221022	,1022182808	,02	,0	,00000000	,91024086	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1900.00	,001	,1900.00	,283.76	,29761294	,614401606853	,0502457976	,0311697343209582	,0	,1900.00	,001	
00008565937809409885257	,z2rqe6yfabn3k	,00020000	,00020000	,513819973447	,351448	,00	,01	,01	,1700.00	,1700.00	,20221111	,235944	,20221111	,040	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221111	,1111235944	,02	,0	,00000000	,92419353	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1700.00	,001	,1700.00	,253.89	,95264953	,810402714617	,9546507226	,7122406704396378	,0	,1700.00	,001	
00017289353790309789953	,z2rqe6yfabn3k	,00020000	,00020000	,218402280156	,343682	,00	,01	,01	,3237.00	,3237.00	,20221201	,202631	,20221201	,111	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221201	,1201202631	,02	,0	,00000000	,85680533	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3237.00	,001	,3237.00	,483.44	,70657463	,972786970324	,4897683048	,5119339198763673	,0	,3237.00	,001	
00063484527762372901939	,br21qplho7mfi	,00010001	,00010001	,988520494676	,975414	,00	,01	,01	,2507.00	,2507.00	,20221002	,101805	,20221002	,100	,84715794	,716539165168778	,"qtyMovies,TV_shows,Music(Low)	",7829	,0000	,0001	,000	,82	,06	,20221002	,1002101805	,02	,0	,00000000	,55820038	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2507.00	,001	,2507.00	,374.41	,77289635	,973959260681	,4325965104	,7436735609474175	,0	,2507.00	,001	
00023803823480560403004	,br21qplho7mfi	,00010001	,00010001	,443601585430	,792609	,00	,01	,01	,2137.00	,2137.00	,20221002	,111917	,20221002	,041	,84715794	,716539165168778	,"qtyMovies,TV_shows,Music(Low)	",7829	,0000	,0001	,000	,82	,06	,20221002	,1002111917	,02	,0	,00000000	,09224778	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2137.00	,001	,2137.00	,319.16	,12079566	,074854459092	,7986520496	,8225994688583157	,0	,2137.00	,001	
00041932060011016232837	,br21qplho7mfi	,00010001	,00010001	,177306297914	,075860	,00	,01	,01	,2937.00	,2937.00	,20221002	,122807	,20221002	,100	,84715794	,716539165168778	,"qtyMovies,TV_shows,Music(Low)	",7829	,0000	,0001	,000	,82	,06	,20221002	,1002122807	,02	,0	,00000000	,26269458	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2937.00	,001	,2937.00	,438.63	,43647392	,883671723181	,1624656424	,4790963545801130	,0	,2937.00	,001	
00064909600713571210534	,br21qplho7mfi	,00010001	,00010001	,098558897237	,795502	,00	,01	,01	,4245.00	,4245.00	,20221002	,133006	,20221002	,102	,84715794	,716539165168778	,"qtyMovies,TV_shows,Music(Low)	",7829	,0000	,0001	,000	,82	,06	,20221002	,1002133006	,02	,0	,00000000	,22861182	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,4245.00	,001	,4245.00	,633.98	,29589263	,276496635076	,9060024700	,0576140181851835	,0	,4245.00	,001	
00063009815770741293231	,br21qplho7mfi	,00010001	,00010001	,578649443112	,943993	,00	,01	,01	,4300.00	,4300.00	,20221002	,143017	,20221002	,121	,84715794	,716539165168778	,"qtyMovies,TV_shows,Music(Low)	",7829	,0000	,0001	,000	,82	,06	,20221002	,1002143017	,02	,0	,00000000	,22612615	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,4300.00	,001	,4300.00	,642.19	,56705379	,858585330530	,1004778123	,4170468121165519	,0	,4300.00	,001	
00070513707835353028506	,br21qplho7mfi	,00010001	,00010001	,843697357887	,699565	,00	,01	,01	,2200.00	,2200.00	,20221002	,141252	,20221002	,100	,84715794	,716539165168778	,"qtyMovies,TV_shows,Music(Low)	",7829	,0000	,0001	,000	,82	,06	,20221002	,1002141252	,02	,0	,00000000	,94057970	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2200.00	,001	,2200.00	,328.56	,01340923	,927200513568	,9518167745	,9706637418017508	,0	,2200.00	,001	
00002280616468188416673	,br21qplho7mfi	,00010001	,00010001	,803960549940	,260711	,00	,01	,01	,5100.00	,5100.00	,20221022	,181042	,20221022	,130	,84715794	,716539165168778	,"qtyMovies,TV_shows,Music(Low)	",7829	,0000	,0001	,000	,82	,06	,20221022	,1022181042	,02	,0	,00000000	,18655988	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,5100.00	,001	,5100.00	,761.67	,18199033	,911671444968	,8419066481	,3549852434397603	,0	,5100.00	,001	
00039449786472968603975	,pw5s68hoxmukq	,00010000	,00010000	,472475003891	,677481	,00	,01	,01	,4300.00	,4300.00	,20221003	,084405	,20221003	,010	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221003	,1003084405	,02	,0	,00000000	,11193980	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,4300.00	,001	,4300.00	,642.19	,71162649	,131642524698	,1249855451	,0039300504241840	,0	,4300.00	,001	
00063712119768122616546	,pw5s68hoxmukq	,00010000	,00010000	,532951427287	,598293	,00	,01	,01	,4900.00	,4900.00	,20221003	,085456	,20221003	,070	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221003	,1003085456	,02	,0	,00000000	,71080921	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,4900.00	,001	,4900.00	,731.80	,55315666	,939595834548	,5114119378	,6440112964953594	,0	,4900.00	,001	
00093695317296192551363	,pw5s68hoxmukq	,00010000	,00010000	,645922710851	,988783	,00	,01	,01	,3100.00	,3100.00	,20221003	,091255	,20221003	,130	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0000	,000	,82	,06	,20221003	,1003091255	,02	,0	,00000000	,54670318	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3100.00	,001	,3100.00	,462.98	,56215740	,864453384622	,8090313661	,5602822354951358	,0	,3100.00	,001	
00080298247102838860794	,pw5s68hoxmukq	,00010000	,00010000	,766278014073	,342631	,00	,01	,01	,3000.00	,3000.00	,20221023	,234754	,20221023	,042	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0000	,000	,82	,06	,20221023	,1023234754	,02	,0	,00000000	,03388692	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3000.00	,001	,3000.00	,448.04	,72877884	,219038180292	,6600042082	,4720518672726478	,0	,3000.00	,001	
00098257144355597198547	,pw5s68hoxmukq	,00010000	,00010000	,793351683288	,212035	,00	,01	,01	,200.00	,200.00	,20221112	,211046	,20221112	,152	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0000	,000	,82	,06	,20221112	,1112211046	,02	,0	,00000000	,62677935	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,200.00	,001	,200.00	,29.87	,15311800	,940560196876	,2086943378	,3240451834490770	,0	,200.00	,001	
00096682431450629361107	,4usmqk3nvdizb	,00010001	,00010001	,888620150948	,443062	,00	,01	,01	,2400.00	,2400.00	,20221003	,171711	,20221003	,112	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221003	,1003171711	,02	,0	,00000000	,77546137	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2400.00	,001	,2400.00	,358.43	,43741506	,964283879631	,8964258276	,1325323443665925	,0	,2400.00	,001	
00058970511627362380060	,4usmqk3nvdizb	,00010001	,00010001	,551591035102	,218662	,00	,01	,01	,1855.00	,1855.00	,20221003	,170436	,20221003	,051	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221003	,1003170436	,02	,0	,00000000	,12750714	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1855.00	,001	,1855.00	,277.04	,84558165	,410859032483	,5466536919	,7310650210547652	,0	,1855.00	,001	
00042940043315171336043	,4usmqk3nvdizb	,00010001	,00010001	,405922112643	,042789	,00	,01	,01	,4100.00	,4100.00	,20221003	,184619	,20221003	,011	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221003	,1003184619	,02	,0	,00000000	,87071512	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,4100.00	,001	,4100.00	,612.32	,40018356	,998701178997	,8176182263	,3255376437701431	,0	,4100.00	,001	
00074642574216845528741	,4usmqk3nvdizb	,00010001	,00010001	,893755049618	,161398	,00	,01	,01	,2400.00	,2400.00	,20221023	,173903	,20221023	,022	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221023	,1023173903	,02	,0	,00000000	,18254508	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2400.00	,001	,2400.00	,358.43	,92969237	,761565609747	,3232207611	,4859806137071691	,0	,2400.00	,001	
00040787515689475535983	,4usmqk3nvdizb	,00010001	,00010001	,739548066199	,100094	,00	,01	,01	,1000.00	,1000.00	,20221112	,143451	,20221112	,011	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221112	,1112143451	,02	,0	,00000000	,94756173	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1000.00	,001	,1000.00	,149.35	,99752963	,454498841938	,5425843174	,4719065947310248	,0	,1000.00	,001	
00077801993495438895309	,4usmqk3nvdizb	,00010001	,00010001	,180694978893	,027592	,00	,01	,01	,1100.00	,1100.00	,20221202	,232143	,20221202	,100	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221202	,1202232143	,02	,0	,00000000	,15844078	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1100.00	,001	,1100.00	,164.28	,47908331	,083711545557	,1211685594	,4710166968032244	,0	,1100.00	,001	
00022407394877200808741	,4usmqk3nvdizb	,00010001	,00010001	,769880450757	,789021	,00	,01	,01	,2100.00	,2100.00	,20221222	,171242	,20221222	,032	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221222	,1222171242	,02	,0	,00000000	,08171186	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2100.00	,001	,2100.00	,313.63	,59316817	,325851226173	,3205742140	,5861376969011332	,0	,2100.00	,001	
00051325470342042212911	,4usmqk3nvdizb	,00010001	,00010001	,385083719438	,560722	,00	,01	,01	,3900.00	,3900.00	,20230111	,200658	,20230111	,111	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20230111	,0111200658	,02	,0	,00000000	,19135699	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3900.00	,001	,3900.00	,582.45	,27166010	,558194494205	,1329799567	,5527072162960208	,0	,3900.00	,001	
00003944141969702550150	,kisbg2modutcz	,00030002	,00030002	,574244663541	,885397	,00	,01	,01	,400.00	,400.00	,20221003	,090722	,20221003	,052	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0002	,000	,82	,06	,20221003	,1003090722	,02	,0	,00000000	,59872260	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,400.00	,001	,400.00	,59.74	,12945451	,788966914490	,3121466795	,0212995728423456	,0	,400.00	,001	
00053323591954464752693	,kisbg2modutcz	,00030002	,00030002	,788661385064	,884628	,00	,01	,01	,1400.00	,1400.00	,20221003	,102437	,20221003	,112	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0002	,000	,82	,06	,20221003	,1003102437	,02	,0	,00000000	,38790084	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1400.00	,001	,1400.00	,209.09	,94613172	,132748024704	,8623524478	,9520449823132048	,0	,1400.00	,001	
00020223954608921036628	,kisbg2modutcz	,00030002	,00030002	,934420484067	,661838	,00	,01	,01	,5000.00	,5000.00	,20221003	,105532	,20221003	,020	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0002	,000	,82	,06	,20221003	,1003105532	,02	,0	,00000000	,29966844	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,5000.00	,001	,5000.00	,746.74	,29431513	,861938168130	,6086754576	,4150163808810665	,0	,5000.00	,001	
00073235294334256743627	,kisbg2modutcz	,00030002	,00030002	,867806168670	,273575	,00	,01	,01	,3800.00	,3800.00	,20221023	,062523	,20221023	,000	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0002	,000	,82	,06	,20221023	,1023062523	,02	,0	,00000000	,00763601	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3800.00	,001	,3800.00	,567.52	,17060545	,881732861910	,6255336733	,0785870809745358	,0	,3800.00	,001	
00014439149454774768860	,kisbg2modutcz	,00030002	,00030002	,938686147797	,031576	,00	,01	,01	,1645.00	,1645.00	,20221112	,092649	,20221112	,112	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0002	,000	,82	,06	,20221112	,1112092649	,02	,0	,00000000	,37622738	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,1645.00	,001	,1645.00	,245.68	,55801027	,964471918071	,1020249654	,9133508992949625	,0	,1645.00	,001	
00082754489145071255538	,kisbg2modutcz	,00030002	,00030002	,139181991059	,217160	,00	,01	,01	,5178.00	,5178.00	,20221202	,185130	,20221202	,070	,85970589	,726924948305871	,lgoFour_star(Low)	,7011	,0000	,0002	,000	,82	,06	,20221202	,1202185130	,02	,0	,00000000	,35201039	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,5178.00	,001	,5178.00	,773.32	,05106921	,569370506356	,2460148898	,8254947444196642	,0	,5178.00	,001	
00059682316336354732974	,tkl7wfajyorbi	,00030000	,00030000	,411151744270	,800723	,00	,01	,01	,6166.00	,6166.00	,20221003	,221041	,20221003	,011	,69857102	,732988587108469	,gdoTourist_hotel(Low)	,5811	,0000	,0000	,000	,82	,06	,20221003	,1003221041	,02	,0	,00000000	,36874582	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,6166.00	,001	,6166.00	,920.88	,02693471	,369790225136	,9421519874	,0362003949151342	,0	,6166.00	,001	
00034047612465309224757	,tkl7wfajyorbi	,00030000	,00030000	,848297900467	,872204	,00	,01	,01	,2039.00	,2039.00	,20221003	,233641	,20221003	,011	,69857102	,732988587108469	,gdoTourist_hotel(Low)	,5811	,0000	,0000	,000	,82	,06	,20221003	,1003233641	,02	,0	,00000000	,01088661	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2039.00	,001	,2039.00	,304.52	,75196670	,809600477593	,4450102537	,6542987628607085	,0	,2039.00	,001	
00096350649695737272742	,tkl7wfajyorbi	,00030000	,00030000	,171749939106	,444649	,00	,01	,01	,3000.00	,3000.00	,20221004	,005832	,20221004	,051	,69857102	,732988587108469	,gdoTourist_hotel(Low)	,5811	,0000	,0000	,000	,82	,06	,20221004	,1004005832	,02	,0	,00000000	,41406916	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,3000.00	,001	,3000.00	,448.04	,06771186	,602156777914	,9311473727	,4386867088803047	,0	,3000.00	,001	
00040722587450880233396	,tkl7wfajyorbi	,00030000	,00030000	,414850656025	,998499	,00	,01	,01	,2100.00	,2100.00	,20221004	,002311	,20221004	,072	,69857102	,732988587108469	,gdoTourist_hotel(Low)	,5811	,0000	,0000	,000	,82	,06	,20221004	,1004002311	,02	,0	,00000000	,85741667	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2100.00	,001	,2100.00	,313.63	,69219526	,492225212258	,2774961095	,0047125706968059	,0	,2100.00	,001	
00013229661499505681961	,tkl7wfajyorbi	,00030000	,00030000	,354382591097	,852604	,00	,01	,01	,2800.00	,2800.00	,20221004	,005853	,20221004	,131	,69857102	,732988587108469	,gdoTourist_hotel(Low)	,5811	,0000	,0000	,000	,82	,06	,20221004	,1004005853	,02	,0	,00000000	,87420727	,2025-07-30 15:54:38	,2025-07-30 15:54:38	,0	,001	,2800.00	,001	,2800.00	,418.17	,71865701	,115881184946	,7431542338	,7795548966297373	,0	,2800.00	,001	
